Price,Make,Model,Year,Color,Kilometer,Transmission,New,Engine_Size,Horsepower,Fuel_Type
134300.0,BMW,530e,2023,Ağ,1000,Avtomat,Xeyr,2.0,300,Plug-in Hibrid
37060.0,Hyundai,Sonata,2021,Qara,70000,Avtomat,Xeyr,2.0,192,Hibrid
58650.0,Hyundai,Grandeur,2022,Qara,61000,Avtomat,Xeyr,2.5,198,Benzin
29900.0,Kia,Cerato,2021,Ağ,140000,Avtomat,Xeyr,2.0,150,Benzin
180198.3,Mercedes,GLE 350 4MATIC,2023,Qara,0,Avtomat,Bəli,2.0,333,Plug-in Hibrid
85510.0,Hyundai,Santa Fe,2024,Ağ,0,Avtomat,Bəli,1.6,235,Hibrid
76500.0,Mercedes,E 300 de,2022,Qara,68000,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
32900.0,Hyundai,Sonata,2019,Göy,17100,Avtomat,Xeyr,2.0,274,Benzin
26600.0,Hyundai,Elantra,2020,Göy,96200,Avtomat,Xeyr,2.0,150,Benzin
39950.0,Hyundai,Sonata,2020,Qara,73000,Avtomat,Xeyr,2.0,192,Hibrid
115600.0,BMW,X5,2019,Boz,58000,Avtomat,Xeyr,3.0,340,Benzin
56950.0,BMW,530e,2019,Qara,112654,Avtomat,Xeyr,2.0,249,Plug-in Hibrid
37200.0,Kia,Cerato,2023,Göy,25000,Avtomat,Xeyr,1.6,128,Benzin
38500.0,Kia,K5,2021,Göy,67000,Avtomat,Xeyr,2.0,150,Benzin
41000.0,Kia,Sorento,2019,Ağ,98000,Avtomat,Xeyr,2.0,184,Dizel
22500.0,Hyundai,Elantra,2019,Yaş Asfalt,136794,Avtomat,Xeyr,2.0,150,Benzin
29800.0,Hyundai,Elantra,2019,Göy,117482,Avtomat,Xeyr,1.6,204,Benzin
50000.0,Kia,Sorento,2020,Qara,109000,Avtomat,Xeyr,2.2,200,Dizel
25000.0,Hyundai,Sonata,2020,Qara,35000,Robot,Xeyr,1.6,183,Benzin
56500.0,Kia,Sorento,2020,Ağ,62000,Avtomat,Xeyr,2.2,200,Dizel
58100.0,Kia,Sorento,2022,Ağ,98900,Avtomat,Xeyr,1.6,230,Hibrid
35700.0,Hyundai,Elantra,2021,Yaş Asfalt,43000,Avtomat,Xeyr,2.0,150,Benzin
212330.0,Mercedes,GLS 450 4MATIC,2022,Qara,0,Avtomat,Bəli,3.0,367,Benzin
55250.0,BMW,530,2019,Qara,68500,Avtomat,Xeyr,2.0,249,Benzin
76330.0,Kia,Sorento,2024,Ağ,14000,Avtomat,Xeyr,1.6,230,Hibrid
63800.0,Kia,Sorento,2020,Göy,66500,Avtomat,Xeyr,2.2,200,Dizel
60860.0,Hyundai,Santa Fe,2022,Qara,25600,Avtomat,Xeyr,1.6,230,Hibrid
218450.0,BMW,X7,2023,Qara,25000,Avtomat,Xeyr,3.0,340,Dizel
31800.0,Kia,Cerato,2021,Göy,44150,Avtomat,Xeyr,1.6,204,Benzin
45900.0,BMW,520,2019,Qara,116000,Avtomat,Xeyr,2.0,184,Benzin
21500.0,Hyundai,Elantra,2019,Göy,170000,Avtomat,Xeyr,2.0,150,Benzin
36700.0,Hyundai,Tucson,2020,Ağ,27359,Avtomat,Xeyr,2.0,150,Benzin
84150.0,Mercedes,E 300 de,2021,Ağ,89000,Avtomat,Xeyr,2.0,311,Plug-in Hibrid
85858.5,Mercedes,E 300 e,2021,Göy,30311,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
73950.0,Mercedes,E 300 de,2020,Qara,52500,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
227800.0,BMW,X5,2024,Qara,0,Avtomat,Bəli,3.0,489,Plug-in Hibrid
42500.0,Hyundai,Elantra,2022,Boz,5600,Avtomat,Xeyr,1.6,132,Benzin
52500.0,Kia,Sorento,2020,Yaş Asfalt,121539,Avtomat,Xeyr,2.2,200,Dizel
41500.0,Kia,Sorento,2019,Qara,166000,Avtomat,Xeyr,2.0,184,Dizel
45900.0,Hyundai,Santa Fe,2019,Yaş Asfalt,133000,Avtomat,Xeyr,2.0,184,Dizel
29900.0,Kia,Forte,2021,Ağ,60000,Robot,Xeyr,1.6,201,Benzin
68000.0,Hyundai,Grandeur,2023,Qara,12000,Avtomat,Xeyr,1.6,230,Hibrid
42900.0,Kia,K5,2022,Boz,45000,Avtomat,Xeyr,1.6,180,Benzin
252700.0,BMW,X7,2023,Boz,0,Avtomat,Bəli,3.0,340,Benzin
36800.0,Kia,K5,2021,Boz,94000,Avtomat,Xeyr,1.6,180,Benzin
26500.0,Hyundai,Elantra,2019,Qara,80000,Avtomat,Xeyr,2.0,150,Benzin
90100.0,BMW,520,2023,Qara,35000,Avtomat,Xeyr,2.0,184,Benzin
104550.0,Mercedes,GLE 350 4MATIC,2021,Göy,28000,Avtomat,Xeyr,2.0,258,Benzin
29800.0,Hyundai,Elantra,2021,Gümüşü,70000,Avtomat,Xeyr,2.0,150,Benzin
84830.0,BMW,530e,2021,Yaş Asfalt,35000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
43900.0,Kia,Carnival,2020,Ağ,145000,Avtomat,Xeyr,2.2,202,Dizel
60400.0,Hyundai,Santa Fe,2021,Yaş Asfalt,38000,Avtomat,Xeyr,2.5,180,Benzin
297500.0,Mercedes,G 63 AMG,2019,Göy,100400,Avtomat,Xeyr,4.0,585,Benzin
26200.0,Kia,Forte,2021,Yaş Asfalt,79200,Variator,Xeyr,2.0,147,Benzin
45500.0,Kia,Sorento,2019,Ağ,44200,Avtomat,Xeyr,2.0,184,Dizel
44500.0,Kia,Carnival,2019,Ağ,202000,Avtomat,Xeyr,2.2,202,Dizel
77010.0,BMW,530e,2022,Göy,22000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
33800.0,Kia,Cerato,2024,Ağ,0,Avtomat,Bəli,1.5,136,Benzin
122020.9,Mercedes,GLE 350 4MATIC,2023,Ağ,29500,Avtomat,Xeyr,2.0,258,Benzin
51000.0,Hyundai,Tucson,2023,Yaş Asfalt,16000,Avtomat,Xeyr,1.6,230,Hibrid
24900.0,Kia,Forte,2019,Yaş Asfalt,85000,Variator,Xeyr,2.0,147,Benzin
119000.0,BMW,X5,2022,Göy,21000,Avtomat,Xeyr,3.0,394,Plug-in Hibrid
88400.0,BMW,530e,2021,Qara,26500,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
46900.0,Kia,Sorento,2020,Qara,148000,Avtomat,Xeyr,2.0,186,Dizel
84150.0,Mercedes,E 300 e,2021,Qara,38000,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
108630.0,BMW,X7,2019,Ağ,100000,Avtomat,Xeyr,3.0,340,Benzin
96560.0,Mercedes,E 300 de,2021,Boz,32000,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
46400.0,Hyundai,Santa Fe,2019,Ağ,170000,Avtomat,Xeyr,2.0,185,Dizel
153000.0,BMW,X7,2022,Yaş Asfalt,65000,Avtomat,Xeyr,3.0,340,Benzin
108800.0,BMW,520,2023,Qara,31000,Avtomat,Xeyr,2.0,204,Benzin
105400.0,BMW,X5,2019,Qara,40500,Avtomat,Xeyr,3.0,340,Benzin
37900.0,Hyundai,Elantra,2024,Qara,0,Avtomat,Bəli,1.6,127,Benzin
28000.0,Hyundai,Accent,2021,Ağ,66000,Avtomat,Xeyr,1.6,140,Benzin
53900.0,Kia,Sportage,2024,Yaş Asfalt,0,Avtomat,Bəli,2.0,150,Benzin
103698.3,BMW,X7,2019,Qara,149000,Avtomat,Xeyr,3.0,340,Benzin
26500.0,Kia,Forte,2021,Göy,159879,Variator,Xeyr,2.0,150,Benzin
48500.0,Hyundai,Sonata,2022,Boz,12000,Avtomat,Xeyr,2.0,192,Hibrid
41500.0,Hyundai,Elantra,2024,Qara,0,Avtomat,Bəli,1.6,128,Benzin
44200.0,Hyundai,Sonata,2020,Ağ,77500,Avtomat,Xeyr,2.0,195,Hibrid
55590.0,BMW,330,2019,Göy,141000,Avtomat,Xeyr,2.0,258,Benzin
107100.0,BMW,X5,2020,Göy,24000,Avtomat,Xeyr,3.0,340,Benzin
25900.0,Kia,Forte,2021,Göy,90000,Variator,Xeyr,2.0,147,Benzin
85850.0,BMW,530,2020,Yaş Asfalt,26000,Avtomat,Xeyr,2.0,249,Benzin
60350.0,BMW,530,2019,Boz,103803,Avtomat,Xeyr,2.0,249,Benzin
184450.0,BMW,X7,2020,Qara,35000,Avtomat,Xeyr,4.4,530,Benzin
42800.0,Kia,Sorento,2019,Yaş Asfalt,109000,Avtomat,Xeyr,2.0,184,Dizel
170850.0,Mercedes,E 300 e,2023,Yaş Asfalt,4100,Avtomat,Xeyr,2.0,320,Plug-in Hibrid
52500.0,Kia,Sorento,2019,Ağ,108000,Avtomat,Xeyr,2.2,200,Dizel
50000.0,Kia,K5,2022,Yaş Asfalt,35000,Avtomat,Xeyr,2.5,194,Benzin
20000.0,Hyundai,Accent,2019,Göy,152888,Avtomat,Xeyr,1.6,140,Benzin
40800.0,Hyundai,Sonata,2021,Qara,60000,Avtomat,Xeyr,1.6,183,Benzin
37900.0,Hyundai,Elantra,2024,Boz,0,Avtomat,Bəli,1.6,128,Benzin
37500.0,Hyundai,Tucson,2020,Qara,105000,Avtomat,Xeyr,2.0,161,Benzin
44800.0,Kia,K5,2023,Boz,43000,Avtomat,Xeyr,1.6,180,Benzin
38900.0,Hyundai,Sonata,2020,Yaş Asfalt,35000,Avtomat,Xeyr,1.6,183,Benzin
45600.0,Hyundai,Sonata,2022,Boz,31000,Avtomat,Xeyr,1.6,183,Benzin
45000.0,Hyundai,Santa Fe,2019,Qəhvəyi,140000,Avtomat,Xeyr,2.2,197,Dizel
28500.0,Hyundai,Accent,2021,Ağ,30000,Avtomat,Xeyr,1.6,140,Benzin
29700.0,Hyundai,Elantra,2021,Göy,63000,Avtomat,Xeyr,2.0,150,Benzin
38000.0,Kia,K5,2021,Qara,90000,Avtomat,Xeyr,1.6,180,Benzin
48200.0,Kia,Carnival,2019,Ağ,170000,Avtomat,Xeyr,2.2,202,Dizel
29000.0,Hyundai,Elantra,2019,Boz,48723,Avtomat,Xeyr,2.0,150,Benzin
46600.0,Hyundai,Santa Fe,2019,Qara,127000,Avtomat,Xeyr,2.0,185,Dizel
171700.0,BMW,X5,2023,Boz,33000,Avtomat,Xeyr,3.0,340,Benzin
26700.0,Kia,Forte,2020,Qırmızı,90645,Variator,Xeyr,2.0,147,Benzin
27400.0,Kia,Forte,2019,Qara,81000,Variator,Xeyr,2.0,147,Benzin
65000.0,Hyundai,Santa Fe,2021,Qara,22000,Avtomat,Xeyr,2.5,180,Benzin
127500.0,BMW,X5,2021,Göy,47400,Avtomat,Xeyr,3.0,340,Benzin
27200.0,Hyundai,Accent,2021,Qara,26400,Avtomat,Xeyr,1.6,140,Benzin
34777.0,Hyundai,Elantra,2023,Ağ,1600,Avtomat,Xeyr,2.0,150,Benzin
30940.0,Hyundai,Elantra,2020,Göy,85600,Avtomat,Xeyr,1.6,204,Benzin
34000.0,Hyundai,Elantra,2023,Boz,13000,Avtomat,Xeyr,1.6,132,Benzin
37910.0,Hyundai,Elantra,2024,Ağ,0,Avtomat,Bəli,1.6,127,Benzin
57900.0,Kia,Sorento,2020,Boz,74000,Avtomat,Xeyr,2.2,184,Dizel
32777.0,Hyundai,Elantra,2024,Ağ,0,Variator,Bəli,1.5,115,Benzin
28300.0,Hyundai,Elantra,2019,Yaş Asfalt,173655,Avtomat,Xeyr,1.6,132,Benzin
63900.0,Hyundai,Sonata,2024,Ağ,0,Avtomat,Bəli,2.0,192,Hibrid
53900.0,Kia,K5,2021,Ağ,31000,Avtomat,Xeyr,2.5,194,Benzin
61200.0,Hyundai,Santa Fe,2023,Qara,31000,Avtomat,Xeyr,1.6,227,Hibrid
47200.0,Hyundai,Santa Fe,2020,Qəhvəyi,44000,Avtomat,Xeyr,2.0,235,Benzin
51000.0,Hyundai,Tucson,2023,Ağ,18000,Avtomat,Xeyr,1.6,230,Hibrid
32800.0,Kia,K5,2019,Qara,156200,Avtomat,Xeyr,2.0,168,Benzin
27500.0,Hyundai,Elantra,2019,Gümüşü,140325,Avtomat,Xeyr,2.0,150,Benzin
90100.0,Mercedes,E 300 de,2020,Yaş Asfalt,56000,Avtomat,Xeyr,2.0,311,Plug-in Hibrid
101490.0,Mercedes,E 300 de,2022,Qara,7300,Avtomat,Xeyr,2.0,306,Plug-in Hibrid
224400.0,BMW,X5,2023,Qara,12000,Avtomat,Xeyr,3.0,394,Plug-in Hibrid
26500.0,Hyundai,Elantra,2019,Qara,75730,Avtomat,Xeyr,2.0,150,Benzin
37500.0,Hyundai,Sonata,2019,Qara,98000,Avtomat,Xeyr,2.0,165,Benzin
27000.0,Hyundai,Elantra,2019,Yaş Asfalt,56000,Avtomat,Xeyr,2.0,150,Benzin
23900.0,Hyundai,Elantra,2019,Yaş Asfalt,64374,Avtomat,Xeyr,1.4,128,Benzin
125800.0,BMW,X5,2021,Ağ,57000,Avtomat,Xeyr,3.0,340,Benzin
24500.0,Hyundai,Accent,2021,Qırmızı,127400,Avtomat,Xeyr,1.6,140,Benzin
87550.0,BMW,530e,2022,Boz,29000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
49298.299999999996,Kia,Sportage,2024,Ağ,0,Avtomat,Bəli,2.0,210,Plug-in Hibrid
110500.0,BMW,X5,2021,Ağ,23000,Avtomat,Xeyr,3.0,340,Benzin
59900.0,Kia,K5,2023,Ağ,1500,Avtomat,Xeyr,2.5,194,Benzin
52530.0,BMW,530,2019,Qara,80000,Avtomat,Xeyr,2.0,249,Benzin
27900.0,Kia,Forte,2020,Ağ,56000,Variator,Xeyr,2.0,147,Benzin
74460.0,Kia,Sorento,2024,Yaş Asfalt,22000,Avtomat,Xeyr,1.6,230,Hibrid
49800.0,Hyundai,Sonata,2021,Qara,50000,Avtomat,Xeyr,2.0,150,Benzin
76500.0,BMW,530e,2020,Yaş Asfalt,69000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
38900.0,Kia,Sportage,2019,Qara,170000,Avtomat,Xeyr,2.0,184,Dizel
22800.0,Hyundai,Accent,2019,Boz,90500,Avtomat,Xeyr,1.6,140,Benzin
43350.0,Hyundai,Sonata,2022,Göy,44000,Avtomat,Xeyr,1.6,183,Benzin
51510.0,BMW,530,2019,Ağ,95300,Avtomat,Xeyr,2.0,249,Benzin
98600.0,BMW,X5,2019,Qara,55000,Avtomat,Xeyr,3.0,340,Benzin
69530.0,BMW,520,2021,Yaş Asfalt,42000,Avtomat,Xeyr,2.0,200,Benzin
42990.0,Hyundai,Santa Fe,2019,Boz,131000,Avtomat,Xeyr,2.0,184,Dizel
30900.0,Kia,Cerato,2021,Ağ,29000,Avtomat,Xeyr,1.6,204,Benzin
286884.8,Mercedes,GLS 450 4MATIC,2024,Boz,0,Avtomat,Bəli,3.0,381,Benzin
66300.0,Hyundai,Grandeur,2023,Qara,12423,Avtomat,Xeyr,1.6,230,Hibrid
59900.0,Hyundai,Sonata,2024,Ağ,0,Avtomat,Bəli,2.5,194,Benzin
48450.0,BMW,530,2019,Ağ,76000,Avtomat,Xeyr,2.0,274,Benzin
25300.0,Kia,Forte,2019,Qırmızı,52286,Variator,Xeyr,2.0,147,Benzin
132600.0,Mercedes,GLS 450 4MATIC,2019,Qara,87000,Avtomat,Xeyr,3.0,380,Benzin
67700.0,Hyundai,Santa Fe,2023,Qara,9200,Avtomat,Xeyr,2.2,200,Dizel
59900.0,Kia,Sorento,2023,Göy,12000,Avtomat,Xeyr,1.6,230,Hibrid
106590.0,BMW,520,2023,Yaş Asfalt,30000,Avtomat,Xeyr,2.0,299,Hibrid
58000.0,Kia,Sportage,2022,Boz,33000,Avtomat,Xeyr,2.0,186,Dizel
37000.0,Hyundai,Elantra,2021,Boz,45000,Avtomat,Xeyr,1.6,132,Benzin
107100.0,BMW,X5,2020,Qara,55982,Avtomat,Xeyr,3.0,340,Plug-in Hibrid
51000.0,Hyundai,Grandeur,2021,Ağ,50000,Avtomat,Xeyr,2.4,210,Hibrid
50320.0,BMW,530,2019,Ağ,114000,Avtomat,Xeyr,2.0,249,Benzin
50490.0,Hyundai,Sonata,2023,Ağ,28000,Avtomat,Xeyr,2.0,156,Hibrid
26500.0,Hyundai,Elantra,2019,Gümüşü,104607,Avtomat,Xeyr,2.0,150,Benzin
474300.0,Mercedes,G 63 AMG,2023,Yaşıl,2500,Avtomat,Xeyr,4.0,585,Benzin
39500.0,Hyundai,Sonata,2021,Yaş Asfalt,15380,Avtomat,Xeyr,1.6,183,Benzin
59160.0,BMW,530e,2019,Qara,82000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
46750.0,Hyundai,Sonata,2022,Qara,28000,Avtomat,Xeyr,1.6,183,Benzin
42500.0,Kia,K5,2021,Göy,29987,Robot,Xeyr,1.6,180,Benzin
71740.0,Mercedes,E 300 de,2020,Yaş Asfalt,151000,Avtomat,Xeyr,2.0,211,Plug-in Hibrid
124100.0,Mercedes,E 220 d,2023,Qara,0,Avtomat,Bəli,2.0,194,Dizel
77500.0,Hyundai,Santa Fe,2024,Ağ,0,Avtomat,Bəli,2.5,180,Benzin
98090.0,Mercedes,E 220 d,2021,Ağ,30000,Avtomat,Xeyr,2.0,194,Dizel
32500.0,Hyundai,Elantra,2019,Yaş Asfalt,45000,Avtomat,Xeyr,2.0,150,Benzin
24900.0,Hyundai,Elantra,2019,Qara,72420,Avtomat,Xeyr,2.0,150,Benzin
45900.0,Hyundai,Santa Fe,2019,Ağ,130000,Avtomat,Xeyr,2.0,184,Dizel
50830.0,BMW,330,2020,Qara,50000,Avtomat,Xeyr,2.0,260,Benzin
42700.0,Kia,K5,2021,Qara,50000,Avtomat,Xeyr,1.6,284,Benzin
50800.0,Hyundai,Tucson,2023,Ağ,29000,Avtomat,Xeyr,1.6,230,Hibrid
84150.0,Mercedes,E 300 e,2021,Qara,65000,Avtomat,Xeyr,2.0,250,Plug-in Hibrid
40700.0,Hyundai,Sonata,2020,Ağ,117000,Avtomat,Xeyr,2.0,164,Benzin
32600.0,Kia,Sportage,2020,Yaş Asfalt,142397,Variator,Xeyr,1.6,136,Dizel
52000.0,Kia,K5,2022,Ağ,40000,Avtomat,Xeyr,2.5,194,Benzin
103700.0,Mercedes,GLE 350 4MATIC,2019,Yaş Asfalt,95000,Avtomat,Xeyr,2.0,265,Benzin
23500.0,Hyundai,Accent,2019,Göy,88000,Avtomat,Xeyr,1.6,140,Benzin
27300.0,Kia,Forte,2021,Ağ,89000,Variator,Xeyr,2.0,147,Benzin
84830.0,BMW,530e,2022,Qara,45000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
50400.0,Kia,Sportage,2024,Ağ,0,Avtomat,Bəli,2.0,150,Benzin
173400.0,Mercedes,E 300 e,2024,Qara,0,Avtomat,Bəli,2.0,320,Plug-in Hibrid
26900.0,Kia,Cerato,2019,Ağ,124000,Avtomat,Xeyr,1.6,136,Benzin
23700.0,Hyundai,Accent,2019,Ağ,85011,Avtomat,Xeyr,1.4,107,Benzin
73500.0,Hyundai,Santa Fe,2023,Qara,24240,Avtomat,Xeyr,1.6,230,Hibrid
47900.0,Kia,Sorento,2020,Ağ,183000,Avtomat,Xeyr,2.2,197,Dizel
87550.0,Kia,Sorento,2024,Yaş Asfalt,85,Avtomat,Bəli,1.6,250,Hibrid
34000.0,Hyundai,Elantra,2024,Ağ,0,Variator,Bəli,1.5,115,Benzin
254150.0,Mercedes,GLS 450 4MATIC,2023,Qara,0,Avtomat,Bəli,3.0,367,Benzin
65450.0,BMW,530,2021,Ağ,41000,Avtomat,Xeyr,2.0,249,Benzin
61030.0,Kia,Sorento,2022,Ağ,72000,Avtomat,Xeyr,1.6,230,Hibrid
25000.0,Hyundai,Accent,2021,Ağ,107000,Avtomat,Xeyr,1.6,130,Benzin
86700.0,BMW,530e,2021,Göy,45000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
76500.0,BMW,530e,2021,Ağ,71000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
44300.0,Hyundai,Tucson,2021,Qara,55000,Avtomat,Xeyr,2.0,150,Benzin
61710.0,Kia,Sorento,2023,Boz,12000,Avtomat,Xeyr,1.6,230,Hibrid
453900.0,Mercedes,G 63 AMG,2023,Qara,19000,Avtomat,Xeyr,4.0,585,Benzin
26000.0,Hyundai,Elantra,2019,Göy,27000,Avtomat,Xeyr,2.0,150,Benzin
88400.0,BMW,X5,2019,Qara,58000,Avtomat,Xeyr,3.0,340,Benzin
52700.0,BMW,520,2019,Qara,66000,Avtomat,Xeyr,2.0,184,Benzin
27800.0,Hyundai,Elantra,2019,Ağ,102000,Avtomat,Xeyr,1.6,132,Benzin
44500.0,Hyundai,Santa Fe,2019,Tünd qırmızı,71000,Avtomat,Xeyr,2.0,184,Dizel
64430.0,BMW,530,2021,Yaş Asfalt,65000,Avtomat,Xeyr,2.0,250,Benzin
60900.0,Hyundai,Tucson,2024,Ağ,0,Avtomat,Bəli,1.6,230,Hibrid
159800.0,Mercedes,GLS 450 4MATIC,2020,Yaş Asfalt,20000,Avtomat,Xeyr,3.0,367,Benzin
32900.0,Hyundai,Elantra,2024,Ağ,0,Variator,Bəli,1.5,115,Benzin
56900.0,Kia,K5,2024,Göy,0,Avtomat,Bəli,2.5,194,Benzin
65450.0,BMW,530e,2021,Qara,69000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
45000.0,Hyundai,Sonata,2022,Ağ,45700,Avtomat,Xeyr,2.0,156,Hibrid
58650.0,BMW,530,2020,Qara,110000,Avtomat,Xeyr,2.0,249,Benzin
27200.0,Hyundai,Elantra,2020,Ağ,67800,Avtomat,Xeyr,2.0,150,Benzin
97920.0,BMW,520,2023,Göy,476,Avtomat,Xeyr,2.0,184,Benzin
25500.0,Hyundai,Sonata,2021,Yaş Asfalt,86000,Avtomat,Xeyr,2.0,198,Hibrid
53890.0,BMW,330,2019,Qara,79000,Avtomat,Xeyr,2.0,258,Benzin
25100.0,Kia,Forte,2019,Göy,92589,Variator,Xeyr,2.0,147,Benzin
53550.0,BMW,530,2019,Ağ,56200,Avtomat,Xeyr,2.0,249,Benzin
48500.0,Hyundai,Sonata,2020,Qara,58089,Avtomat,Xeyr,2.0,192,Hibrid
51000.0,Kia,Sorento,2022,Göy,45000,Avtomat,Xeyr,1.6,230,Hibrid
41500.0,Kia,K5,2021,Boz,63000,Avtomat,Xeyr,1.6,180,Benzin
62730.0,BMW,530e,2019,Göy,72300,Avtomat,Xeyr,2.0,272,Plug-in Hibrid
41900.0,Kia,K5,2021,Ağ,74572,Avtomat,Xeyr,1.6,180,Benzin
34700.0,Hyundai,Elantra,2021,Qara,46533,Avtomat,Xeyr,1.6,139,Hibrid
27700.0,Kia,Forte,2019,Yaş Asfalt,129000,Variator,Xeyr,2.0,147,Benzin
57290.0,Kia,Sorento,2022,Qara,130000,Avtomat,Xeyr,1.6,230,Hibrid
51850.0,BMW,330,2019,Ağ,68000,Avtomat,Xeyr,2.0,249,Benzin
38500.0,Kia,Sorento,2019,Yaş Asfalt,164000,Avtomat,Xeyr,2.0,184,Dizel
77820.9,BMW,530e,2022,Qara,37700,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
32500.0,Kia,Sportage,2019,Ağ,205000,Avtomat,Xeyr,2.0,185,Dizel
27700.0,Hyundai,Elantra,2020,Boz,159890,Avtomat,Xeyr,2.0,150,Benzin
154360.0,BMW,530e,2024,Qara,0,Avtomat,Bəli,2.0,292,Plug-in Hibrid
29500.0,Hyundai,Elantra,2020,Ağ,71000,Avtomat,Xeyr,1.6,132,Benzin
82450.0,BMW,530,2020,Qara,116000,Avtomat,Xeyr,2.0,249,Benzin
25500.0,Hyundai,Elantra,2020,Ağ,184300,Avtomat,Xeyr,2.0,150,Benzin
35900.0,Hyundai,Elantra,2020,Boz,40234,Avtomat,Xeyr,1.6,128,Benzin
28800.0,Hyundai,Elantra,2019,Ağ,82000,Avtomat,Xeyr,1.6,132,Benzin
45000.0,Hyundai,Sonata,2022,Qara,80000,Avtomat,Xeyr,2.0,240,Benzin
47200.0,Hyundai,Sonata,2020,Qara,53000,Avtomat,Xeyr,2.0,192,Plug-in Hibrid
79900.0,Mercedes,E 220 d,2020,Qara,101000,Avtomat,Xeyr,2.0,197,Dizel
24500.0,Hyundai,Accent,2021,Ağ,130000,Avtomat,Xeyr,1.6,140,Benzin
48500.0,Hyundai,Sonata,2023,Qara,9250,Avtomat,Xeyr,2.0,165,Benzin
26500.0,Hyundai,Accent,2020,Gümüşü,81000,Avtomat,Xeyr,1.6,140,Benzin
42160.0,Kia,K5,2020,Yaş Asfalt,22300,Avtomat,Xeyr,1.6,190,Benzin
24000.0,Hyundai,Elantra,2019,Gümüşü,215000,Avtomat,Xeyr,2.0,150,Benzin
26500.0,Hyundai,Elantra,2020,Tünd qırmızı,70000,Avtomat,Xeyr,2.0,150,Benzin
135150.0,BMW,X7,2022,Qara,55000,Avtomat,Xeyr,3.0,340,Benzin
31000.0,Hyundai,Elantra,2022,Qara,44500,Avtomat,Xeyr,1.6,132,Benzin
34900.0,Hyundai,Elantra,2022,Mavi,4500,Avtomat,Xeyr,2.0,150,Benzin
40800.0,Hyundai,Sonata,2020,Yaş Asfalt,53000,Avtomat,Xeyr,1.6,183,Benzin
52700.0,BMW,530,2019,Qara,61000,Avtomat,Xeyr,2.0,249,Benzin
60010.0,Hyundai,Sonata,2024,Qara,0,Avtomat,Bəli,2.5,200,Benzin
153000.0,BMW,X5,2022,Göy,30000,Avtomat,Xeyr,3.0,340,Benzin
37000.0,Kia,Sportage,2021,Yaş Asfalt,68000,Robot,Xeyr,1.6,136,Dizel
33900.0,Hyundai,Tucson,2020,Qara,83686,Avtomat,Xeyr,2.0,161,Benzin
26386.0,Hyundai,Accent,2019,Ağ,99000,Avtomat,Xeyr,1.4,108,Benzin
76500.0,Mercedes,E 220 d,2020,Yaş Asfalt,98000,Avtomat,Xeyr,2.0,194,Dizel
151300.0,BMW,X7,2021,Qara,60000,Avtomat,Xeyr,3.0,340,Dizel
49500.0,Hyundai,Santa Fe,2019,Ağ,178000,Avtomat,Xeyr,2.0,184,Dizel
46580.0,Hyundai,Sonata,2022,Qara,54000,Avtomat,Xeyr,2.0,165,Benzin
32000.0,Hyundai,Elantra,2021,Yaş Asfalt,128748,Avtomat,Xeyr,2.0,150,Benzin
41900.0,Kia,Cerato,2023,Boz,0,Avtomat,Bəli,2.0,152,Benzin
64430.0,Kia,Sorento,2021,Yaş Asfalt,76700,Robot,Xeyr,2.2,200,Dizel
42500.0,Hyundai,Grandeur,2019,Ağ,158000,Avtomat,Xeyr,2.4,201,Benzin
88230.0,BMW,530e,2021,Ağ,55000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
26800.0,Kia,Forte,2020,Ağ,125000,Variator,Xeyr,2.0,147,Benzin
28400.0,Kia,Forte,2019,Qara,28000,Variator,Xeyr,2.0,147,Benzin
36000.0,Kia,K5,2021,Göy,59000,Avtomat,Xeyr,1.6,180,Benzin
367030.0,Mercedes,G 63 AMG,2021,Qara,23000,Avtomat,Xeyr,4.0,585,Benzin
32200.0,Hyundai,Sonata,2019,Göy,52000,Avtomat,Xeyr,2.0,272,Benzin
55420.0,Kia,Sorento,2020,Yaş Asfalt,97000,Avtomat,Xeyr,2.2,200,Dizel
94350.0,BMW,530e,2020,Qara,159000,Avtomat,Xeyr,2.0,292,Plug-in Hibrid
60500.0,Kia,Sorento,2020,Ağ,104000,Avtomat,Xeyr,2.2,200,Dizel
43820.9,Hyundai,Sonata,2021,Göy,62900,Avtomat,Xeyr,2.0,192,Hibrid
65000.0,BMW,330,2019,Boz,189000,Avtomat,Xeyr,2.0,245,Benzin
